time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
4.274873,0.124669,0.196248,1.332017,1.359878
4.279872,0.131425,0.201675,1.364012,1.384353
4.284872,0.138339,0.210057,1.395282,1.422079
4.289872,0.145408,0.216083,1.426089,1.455665
4.294871,0.152630,0.224890,1.456269,1.492134
4.299871,0.160000,0.230644,1.485915,1.510240
4.304871,0.167517,0.237229,1.514811,1.513750
4.309870,0.175176,0.243341,1.543105,1.535778
4.314870,0.182975,0.252623,1.570782,1.569219
4.319870,0.190910,0.258805,1.597685,1.594844
4.324869,0.198977,0.268438,1.623922,1.626543
4.329869,0.207173,0.275018,1.649408,1.643876
4.334868,0.215496,0.284942,1.674502,1.674134
4.339868,0.223942,0.291644,1.699145,1.696694
4.344868,0.232511,0.301883,1.723213,1.725769
4.349867,0.241198,0.308823,1.746979,1.748662
4.354867,0.250002,0.319371,1.769911,1.776384
4.359867,0.258919,0.326537,1.792258,1.797450
4.364866,0.267946,0.337375,1.814102,1.823835
4.369866,0.277081,0.344634,1.835413,1.838499
4.374866,0.286320,0.355716,1.856207,1.863553
4.379865,0.295663,0.363074,1.876545,1.876058
4.384865,0.305105,0.374378,1.896235,1.899840
4.389864,0.314643,0.381998,1.915318,1.915305
4.394864,0.324276,0.393535,1.933810,1.937630
4.399864,0.333999,0.401427,1.952008,1.955213
4.404863,0.343813,0.407685,1.969751,1.943193
4.409863,0.353714,0.415574,1.987089,1.954738
4.414863,0.363701,0.427344,2.004135,1.975316
4.419862,0.373771,0.435216,2.020763,1.990168
